Sr.No.,Locality,Signal Strength (dBm),Data Throughput (Mbps),Latency (ms),Network Type,BB60C Measurement (dBm),srsRAN Measurement (dBm),BladeRFxA9 Measurement (dBm)
261,Bankipore,-85.29126015,1.960269879,137.3207369,LTE,-85.35878522,-92.39561113,-87.15679422
262,Gandhi Maidan,-89.45301341,9.909700601,78.05751062,4G,-87.5786448,-97.82592201,-91.88457992
263,Gandhi Maidan,-96.87254996,4.517699932,83.48056283,4G,-92.16586968,-105.9939737,-96.28985024
264,Gardanibagh,-94.81121278,1.938354992,136.7708508,LTE,-98.80501301,-103.2630537,-93.82880661
265,Danapur,-88.04761847,1.512042346,165.082795,LTE,-91.88488167,-95.36556656,-88.42472984
266,Exhibition Road,-82.92999042,8.856341473,82.53941604,4G,-81.78830191,-91.25927531,-81.02256536
267,Ashok Rajpath,-87.97705827,7.194942625,90.37389678,4G,-91.88349924,-95.99060181,-88.95597206
268,Danapur,-90.34680454,6.930345606,59.29668204,4G,-93.10311279,-97.87755857,-87.57719239
269,Danapur,-91.39940698,3.834901704,61.22911913,4G,-91.39742762,-97.19719322,-90.19164692
270,Anisabad,-96.01308384,95.11061833,26.35708943,5G,-94.39338544,-103.6888099,-95.22955165
271,Kidwaipuri,-94.13925973,5.884675981,61.18891931,4G,-89.81389887,-101.6987375,-93.35657103
272,Exhibition Road,-92.52455337,2.459033857,134.7287666,LTE,-90.71405225,-100.6601708,-94.65114831
273,Danapur,-88.90784757,1.092523835,135.5774084,LTE,-91.77890502,-95.12801832,-88.06668436
274,Gardanibagh,-88.52086464,55.03225243,24.30053314,5G,-90.74659729,-95.30685439,-87.36405745
275,Gandhi Maidan,-92.16787486,62.16692124,32.22100272,5G,-89.77165801,-99.67166032,-93.5341609
276,Bankipore,-92.23802506,1.067091743,156.0398954,LTE,-90.28974927,-98.25909141,-93.19672763
277,Gardanibagh,-88.81799807,2.496477612,190.3050653,LTE,-92.4207924,-98.33736881,-89.27056242
278,Anandpuri,-93.76589821,3.325035588,50.6866594,4G,-89.55170486,-103.1227779,-94.09122572
279,Gardanibagh,-98.35828095,5.646174646,55.14730724,4G,-96.16805274,-105.838837,-97.10568715
280,Pataliputra,-84.68953819,4.535242808,71.44437157,4G,-83.16689813,-91.05388221,-87.68523704
281,Ashok Rajpath,-83.95408017,19.3055443,27.26032479,5G,-86.65489646,-91.37435077,-85.43311765
282,Pataliputra,-91.52595766,1.412405432,187.6560491,LTE,-94.9430951,-99.24765355,-90.89176222
283,Kankarbagh,-95.28197377,2.024600722,113.5241191,LTE,-94.57205806,-103.2425607,-94.31328687
284,Bankipore,-95.87574094,5.720426033,70.7994804,4G,-93.40903129,-105.4066316,-95.80023752
285,Anandpuri,-84.1022868,19.72697443,27.44977793,5G,-79.38277835,-93.9145252,-85.20625846
286,Kankarbagh,-97.06258767,52.78231609,24.54057829,5G,-95.65252709,-102.5562916,-99.07906609
287,Kankarbagh,-86.81266822,7.105216587,63.06225662,4G,-81.993615,-92.3231777,-89.04157421
288,Boring Canal Road,-90.83376625,3.437132718,91.0539181,4G,-94.91030786,-97.46372947,-93.49486571
289,Patliputra Colony,-93.48045335,5.873533749,61.50422459,4G,-94.41963202,-99.34936647,-95.11465813
290,Boring Canal Road,-91.72817526,3.705269908,85.37614095,4G,-96.41642617,-97.3771918,-93.89626008
291,Anandpuri,-82.76963871,6.367879843,66.66839191,4G,-83.27840457,-89.91631582,-83.15610376
292,S.K. Puri,-84.50633823,97.84704992,31.29217455,5G,-80.45311995,-94.09114444,-86.36002702
293,Pataliputra,-101.927047,11.62541978,29.3091355,5G,-103.6168844,-108.2255317,-103.0504826
294,Anandpuri,-90.60919191,9.746723628,76.94904372,4G,-92.73039688,-100.0078371,-89.38802187
295,Anandpuri,-92.56273455,5.816062747,89.16450462,4G,-87.93488647,-101.9294552,-93.03895313
296,Boring Road,-91.7587998,2.872251143,152.0160223,LTE,-93.11061884,-97.39184251,-92.38885818
297,Phulwari Sharif,-97.97711601,52.08300536,44.99757622,5G,-94.86883488,-103.0721845,-95.41782933
298,Rajendra Nagar,-88.87950399,5.269756117,55.55174615,4G,-89.45185442,-97.61323991,-86.42410973
299,Gardanibagh,-97.81872398,3.074690889,81.13706382,4G,-98.69033,-103.5194515,-99.30783577
300,Boring Canal Road,-89.72659823,1.84489158,139.8087178,LTE,-94.4621292,-98.04881222,-86.87047728
301,Gandhi Maidan,-86.49785352,96.05195707,37.93090374,5G,-89.42014722,-96.39645194,-86.62135873
302,Bailey Road,-93.04395336,87.19889935,29.79931179,5G,-96.73464084,-99.56284618,-94.80751068
303,Patliputra Colony,-87.67287292,1.249839621,102.6676763,LTE,-92.54861698,-93.27382074,-90.40233978
304,Ashok Rajpath,-91.63899483,1.020691193,162.6174074,LTE,-89.59986056,-98.38498138,-88.83182072
305,Kankarbagh,-89.91181537,86.72848668,20.31758027,5G,-89.99667311,-95.03417873,-90.91236493
306,Phulwari Sharif,-90.0432386,47.71789783,41.33267561,5G,-92.35984069,-96.55337965,-93.03376208
307,Gandhi Maidan,-87.50827092,2.71734411,111.7475899,LTE,-84.6516049,-94.14068699,-89.8182053
308,Anandpuri,-82.75868964,2.92810826,109.5574448,LTE,-87.53319742,-92.47994164,-85.44425552
309,Boring Canal Road,-89.6419118,2.88227117,186.7477023,LTE,-91.7664114,-97.97647614,-90.08263761
310,Pataliputra,-89.73118619,3.338771174,57.42587121,4G,-90.5915092,-97.31422586,-91.15014327
311,Bailey Road,-87.82845165,58.72018444,22.9558221,5G,-91.465946,-93.39063629,-88.0038773
312,Gandhi Maidan,-98.56737159,44.89878957,21.474675,5G,-100.8815755,-104.2620569,-101.1482001
313,Bankipore,-102.5330641,70.36724804,43.89420216,5G,-107.4376746,-110.518614,-100.0896051
314,Kidwaipuri,-90.86139474,9.3771099,99.65818695,4G,-94.80047424,-99.6961288,-88.15911623
315,Rajendra Nagar,-86.02817148,4.550454842,51.73995999,4G,-86.93567574,-94.58220572,-84.17430498
316,Exhibition Road,-100.0384091,49.66892213,29.15882246,5G,-96.06846835,-108.0644053,-97.31846354
317,S.K. Puri,-90.0046847,7.157584347,57.42008482,4G,-91.01627059,-95.48267752,-87.01128898
318,Bankipore,-80.23511311,2.925740988,158.9470803,LTE,-80.52338752,-87.36810498,-77.66770933
319,Gandhi Maidan,-89.25203916,1.782184488,107.9982483,LTE,-93.35378164,-96.29827055,-88.65585785
320,Patliputra Colony,-90.17709328,4.493541476,69.25253396,4G,-87.78101359,-98.08889825,-88.75718203
321,Kumhrar,-85.61208601,1.639042904,116.3555038,LTE,-86.25360241,-93.35071345,-88.5154367
322,Fraser Road,-92.09220511,1.293817818,155.2160827,LTE,-89.56403485,-100.6822083,-93.779439
323,Boring Road,-92.99278326,1.833389679,138.54211,LTE,-92.65031215,-98.78312989,-92.49225117
324,Fraser Road,-87.78066482,8.828782565,60.04143751,4G,-88.26022705,-94.32143042,-86.95630983
325,Kidwaipuri,-86.78249681,3.426385588,71.44195076,4G,-87.78923535,-95.85892726,-87.40961664
326,Boring Canal Road,-81.65835751,4.149294748,56.17317869,4G,-76.85783808,-89.68976166,-83.29382714
327,S.K. Puri,-96.51893266,8.768661433,50.26620953,4G,-95.87074103,-104.8229155,-97.58283042
328,Fraser Road,-92.21845494,20.48009717,33.8589831,5G,-94.46866302,-101.8202293,-92.64083848
329,Gandhi Maidan,-92.32514664,78.46117851,47.10014205,5G,-92.74231447,-99.02791834,-89.83840073
330,Patliputra Colony,-93.61552165,3.290495131,64.07548104,4G,-96.17318465,-100.8137618,-96.48508862
331,Fraser Road,-91.27210332,2.906249225,151.6736045,LTE,-88.08103006,-98.53646511,-94.02739324
332,Patliputra Colony,-89.56790228,3.748197068,83.00594515,4G,-86.20710953,-95.97566587,-89.4283512
333,Rajendra Nagar,-87.13488575,7.107120692,89.79565712,4G,-87.38409595,-93.16839537,-87.97559017
334,Kankarbagh,-89.83570936,65.96421081,34.05438429,5G,-89.37521004,-96.88414349,-87.22779764
335,Kidwaipuri,-88.25306978,1.186574769,173.8778029,LTE,-83.65390288,-94.86033307,-87.82970135
336,Bailey Road,-88.39517135,2.193032001,131.8152186,LTE,-88.88094131,-97.16035523,-86.65585692
337,Rajendra Nagar,-88.49246119,1.677286543,112.6480257,LTE,-89.34765139,-98.41841688,-86.44619129
338,Bailey Road,-100.2090668,49.11915862,23.23179979,5G,-103.4224388,-106.3824047,-98.491136
339,Gandhi Maidan,-88.29487528,2.218607438,146.7357288,LTE,-87.03001888,-94.31879234,-85.48064952
340,Danapur,-85.95405926,1.504827626,173.1776095,LTE,-89.30671917,-94.19727958,-87.36486171
341,Ashok Rajpath,-91.343342,9.332236772,67.03334104,4G,-92.57222215,-96.81138459,-91.16264861
342,Phulwari Sharif,-88.56548569,2.121624684,122.8408962,LTE,-85.34337413,-97.0874743,-87.33330954
343,Boring Road,-81.80292757,2.725758568,107.9856425,LTE,-79.02308331,-89.33778205,-81.41816591
344,Ashok Rajpath,-96.55049397,99.95467154,20.52278855,5G,-95.78968518,-103.068305,-98.56273049
345,Danapur,-95.60878394,2.291022971,139.6356172,LTE,-99.83039241,-103.7406107,-94.47617885
346,Exhibition Road,-83.60291632,18.55418128,48.02137898,5G,-78.79877271,-90.87563284,-80.90250138
347,Danapur,-100.3786832,85.48275163,33.28722945,5G,-102.8905201,-107.0725163,-99.11925297
348,Pataliputra,-88.54798286,4.011606567,56.69706097,4G,-84.11009397,-94.52696832,-90.46405345
349,Gardanibagh,-96.88431008,6.431553823,67.91447318,4G,-93.60602401,-106.7712879,-98.4212537
350,Anisabad,-90.79273149,2.125281994,180.2966301,LTE,-91.52140617,-99.62502248,-87.825577
351,Boring Canal Road,-87.0669182,3.654275558,75.39250716,4G,-90.44456271,-94.9851707,-85.06902575
352,Anisabad,-91.44021267,80.43864065,28.2127364,5G,-89.45946928,-99.50045182,-93.4807332
353,Gardanibagh,-99.84525526,44.47912902,43.4228284,5G,-95.17312319,-107.6519784,-100.4851382
354,Ashok Rajpath,-100.6570281,71.91665561,41.69826677,5G,-102.5890852,-110.4768412,-98.0603533
355,Phulwari Sharif,-90.56308818,89.61147884,18.58226085,5G,-89.22253762,-96.75863081,-87.64692061
356,Exhibition Road,-92.4863817,3.668807122,82.94333335,4G,-91.01526909,-102.3211207,-95.47959285
357,Kumhrar,-89.3299975,80.85252724,26.34964147,5G,-86.09652273,-95.92697815,-87.59014894
358,Kankarbagh,-95.36195457,9.375585377,58.72919923,4G,-97.50135405,-102.7777707,-96.78177285
359,S.K. Puri,-91.27930511,1.168541118,181.18617,LTE,-89.09023567,-97.63127187,-93.67785689
360,Boring Road,-90.72856998,1.299676268,126.3960854,LTE,-86.25020098,-98.89290581,-88.28247831
361,Gandhi Maidan,-86.86462866,44.75227587,41.47712424,5G,-85.66564914,-96.45095324,-84.92074632
362,Patliputra Colony,-85.38602582,2.603211353,179.1716168,LTE,-80.60928168,-91.45269108,-83.76642521
363,Fraser Road,-99.69011453,67.08273881,24.15622669,5G,-98.65685888,-108.130108,-97.23117269
364,Anandpuri,-93.99859554,2.21453334,147.6624161,LTE,-90.34158561,-103.8380476,-93.13538797
365,Rajendra Nagar,-92.06306938,2.183198646,101.2062518,LTE,-96.7201526,-98.55137721,-93.38855856
366,Rajendra Nagar,-101.6722704,10.08487383,40.28602321,5G,-96.82019715,-107.6227048,-101.9110307
367,Phulwari Sharif,-87.62166478,2.504309785,150.3576896,LTE,-83.68111873,-92.93995101,-85.77743914
368,Ashok Rajpath,-90.75387615,2.95715679,196.5442221,LTE,-91.59126615,-99.42638006,-91.93832323
369,Gardanibagh,-105.8549147,12.18162331,35.00077817,5G,-108.3292291,-112.5101461,-104.3728637
370,Boring Canal Road,-86.52622276,2.106859122,103.1856763,LTE,-86.83319279,-91.90310867,-87.14067154
371,Kumhrar,-82.28874801,6.320278994,69.58332714,4G,-78.1339792,-91.66068449,-82.77806727
372,Pataliputra,-93.60400241,1.193100957,101.3422915,LTE,-94.37544162,-102.6659475,-96.47411499
373,Danapur,-86.25441486,1.547419834,150.603627,LTE,-87.89030939,-92.62350419,-86.19481989
374,Phulwari Sharif,-89.21695198,2.334426583,199.1431692,LTE,-87.08476193,-98.39679833,-86.48384575
375,Patliputra Colony,-90.60492923,91.72313887,19.42748457,5G,-86.52234368,-99.05752133,-87.74644989
376,Boring Road,-93.78596318,1.484621213,141.4067826,LTE,-96.45866077,-101.3292177,-91.55117004
377,Kidwaipuri,-97.07252413,2.156658205,168.9229736,LTE,-101.0036904,-102.9669715,-97.45949397
378,Exhibition Road,-78.02875772,2.941200136,155.4931644,LTE,-81.19951774,-87.37268031,-77.47970053
379,Exhibition Road,-90.07410785,2.618685657,147.0537935,LTE,-85.58433441,-95.83660474,-91.07587243
380,Gardanibagh,-96.27629078,17.46344373,35.67101618,5G,-96.55691713,-101.7368378,-97.09715561
381,Anisabad,-89.00696081,2.904982601,183.4969549,LTE,-84.9779507,-94.93486483,-89.25200603
382,Kidwaipuri,-92.60102643,28.75247102,28.47081466,5G,-88.49756297,-100.9673211,-92.60864424
383,Gandhi Maidan,-86.4215652,1.275456603,161.2166221,LTE,-89.75610932,-93.77841602,-85.88086667
384,Phulwari Sharif,-85.96184597,77.49882859,30.39559793,5G,-89.91361956,-91.67038929,-87.10325847
385,Danapur,-83.43428549,8.993023052,64.35659186,4G,-86.59700209,-91.54004816,-81.06798703
386,S.K. Puri,-87.76692262,1.113409303,156.3803391,LTE,-90.6606054,-93.02269343,-88.75367697
387,Danapur,-93.91875416,7.303396672,95.13880239,4G,-89.29583874,-100.6507394,-91.88979895
388,Boring Road,-95.35902101,8.927053933,65.42832488,4G,-90.44008618,-105.165938,-97.58936038
389,Patliputra Colony,-92.19708134,6.7665568,83.10929429,4G,-96.03527359,-99.42198872,-93.47380592
390,Ashok Rajpath,-88.44982857,2.105660712,102.5015152,LTE,-87.41104868,-97.72324629,-86.65858308
391,Anandpuri,-89.92118895,8.058530414,66.06755501,4G,-87.67509701,-98.49683291,-88.4063504
392,Patliputra Colony,-91.29853142,7.675557212,90.31776404,4G,-94.65705401,-99.08598401,-91.33551577
393,Patliputra Colony,-89.41387889,4.091308705,86.1124289,4G,-87.19366745,-96.08152791,-91.60555622
394,Anandpuri,-88.05777311,3.30636093,78.34729287,4G,-89.07567347,-94.19795094,-90.82721924
395,S.K. Puri,-88.07727494,1.810204254,196.199391,LTE,-92.26299806,-95.8980731,-87.74223202
396,Ashok Rajpath,-94.24421127,62.98835172,41.5947243,5G,-92.68181234,-101.2004196,-94.77351911
397,Rajendra Nagar,-97.8859252,7.749719875,50.5036831,4G,-98.0757374,-105.8136855,-100.245642
398,Fraser Road,-89.55125696,9.382412973,97.45852526,4G,-86.29367239,-97.79301829,-87.11599843
399,Bankipore,-90.16970682,9.389872007,54.62777229,4G,-87.95282291,-99.46722025,-90.83338569
400,Bankipore,-89.19000797,1.507458399,180.137225,LTE,-93.48763491,-95.74522902,-91.14033189
401,Boring Road,-100.2391385,88.92270387,37.0422402,5G,-101.6693016,-107.6756982,-99.18465796
402,Danapur,-88.64167383,11.39342132,20.91668641,5G,-93.61712797,-96.56311729,-87.27178077
403,Kidwaipuri,-90.47366042,8.246127516,76.96741024,4G,-86.81523753,-99.81294353,-89.90078638
404,Gardanibagh,-88.77450982,2.927099199,144.3715269,LTE,-85.82363522,-98.70816712,-88.48764032
405,Anisabad,-90.3750776,1.080026261,133.2309911,LTE,-90.66963075,-98.80248974,-89.17395224
406,Boring Canal Road,-94.90418958,8.70996489,70.16302106,4G,-90.54873419,-100.1546947,-97.21521539
407,Bailey Road,-91.14647215,9.299882938,84.40872184,4G,-86.28672898,-97.3114095,-88.49462556
408,Kankarbagh,-90.62876095,11.0714022,29.94057844,5G,-92.1286913,-97.72709999,-92.27601663
409,Boring Canal Road,-85.38238085,2.52277733,198.7975321,LTE,-90.30153409,-93.19493365,-86.84611393
410,Gandhi Maidan,-88.25162926,1.542300722,129.6711309,LTE,-84.83187901,-98.19981065,-87.43280501
411,Fraser Road,-98.62792149,96.64798127,23.92281483,5G,-100.1629126,-105.6495183,-95.80206951
412,Boring Road,-94.31982697,2.34839875,120.446672,LTE,-89.99300795,-102.9973626,-96.4204612
413,Gandhi Maidan,-92.95102099,2.414241228,158.7669051,LTE,-94.77162769,-100.1818664,-91.56677968
414,Phulwari Sharif,-92.28710763,3.802479605,91.8462165,4G,-97.01078931,-98.11715382,-94.44539756
415,Pataliputra,-94.4062589,32.84927615,15.56236503,5G,-97.2164566,-101.5174436,-97.01545189
416,Phulwari Sharif,-93.38438881,2.196282131,143.6249912,LTE,-88.57595512,-101.6031236,-92.70101375
417,Patliputra Colony,-94.25595619,63.50935444,33.57505491,5G,-92.41366908,-102.4063157,-94.56207755
418,Anisabad,-87.94837022,68.05282011,43.94289638,5G,-88.93206814,-93.79858267,-90.02188055
419,Boring Road,-87.41948864,8.06040537,84.47369497,4G,-82.73790698,-93.42512209,-89.59974739
420,Boring Road,-89.57159019,9.517918229,68.07255424,4G,-90.60227157,-98.70104396,-90.30268051
421,Kumhrar,-91.29405979,2.358257663,160.692228,LTE,-90.64593198,-96.98940737,-89.3641802
422,Boring Canal Road,-97.04082022,6.468672363,75.08149045,4G,-101.8079494,-105.263521,-95.60162543
423,Bankipore,-93.39411728,2.399117919,129.335608,LTE,-90.20281507,-103.0439442,-91.64702128
424,Bailey Road,-89.48110781,5.912356336,58.61559186,4G,-93.32263628,-96.58751775,-90.2953978
425,S.K. Puri,-96.10216098,2.968934746,155.695613,LTE,-94.4909817,-104.4383082,-96.80947179
426,Kumhrar,-83.82569112,7.141606459,65.52513763,4G,-78.8813811,-93.63415379,-85.85205569
427,Bankipore,-85.46774623,2.356120754,129.6082089,LTE,-84.85158464,-91.89346636,-84.09911928
428,Phulwari Sharif,-89.42311297,2.560383859,129.0563512,LTE,-91.64491803,-96.08701992,-87.04798743
429,Ashok Rajpath,-87.70883455,1.580963211,133.9714544,LTE,-83.34928301,-96.88512936,-90.45593205
430,Kumhrar,-91.58018741,3.568953734,51.04226199,4G,-90.29273515,-98.43182415,-88.65870512
431,Exhibition Road,-93.45476582,96.26053208,48.35018465,5G,-94.03512474,-100.2321917,-92.85654101
432,Bailey Road,-100.5631425,1.022056169,192.6557115,LTE,-99.53006376,-109.5473729,-98.04552203
433,Danapur,-99.16597201,31.48432155,37.59365134,5G,-98.51032876,-108.778543,-101.1902022
434,Gandhi Maidan,-89.56895978,8.825580485,92.31743899,4G,-87.78432429,-94.79888076,-89.5029312
435,S.K. Puri,-96.24946868,24.23193811,44.42417961,5G,-96.77404632,-101.6643601,-96.4422492
436,Boring Road,-90.69417767,7.580144251,54.00162849,4G,-93.27087956,-96.82578094,-90.52206255
437,Boring Road,-88.3367891,5.801533669,78.84610693,4G,-84.78761951,-93.46557647,-88.69983402
438,Exhibition Road,-85.99092291,1.906599477,172.6441358,LTE,-90.03556083,-94.01080118,-83.09147429
439,Fraser Road,-97.07032216,12.86102346,36.96925799,5G,-98.056351,-104.2626992,-96.24857646
440,Ashok Rajpath,-90.41070868,4.767881832,87.27262068,4G,-89.06880791,-96.5480347,-91.46263494
441,Exhibition Road,-92.97149076,1.222104889,172.2762033,LTE,-95.29637219,-98.87119393,-89.99783849
442,Kidwaipuri,-87.85364093,1.635521014,123.2184783,LTE,-84.06613954,-93.6749297,-89.47507688
443,Fraser Road,-85.17980217,2.38041333,142.3336442,LTE,-80.94697802,-94.81521711,-83.36024774
444,Gandhi Maidan,-97.05216148,65.26392463,30.41050585,5G,-97.71431746,-104.085806,-98.65178877
445,Exhibition Road,-85.99091586,1.933241503,125.7005643,LTE,-82.48880604,-94.21319833,-87.613392
446,Anandpuri,-89.38286356,79.85254633,31.40294999,5G,-86.40797379,-96.4038259,-90.49558698
447,Patliputra Colony,-91.61502951,73.64237661,23.18848702,5G,-92.70752604,-97.91098269,-91.00620291
448,Bankipore,-90.14623696,6.01644395,97.71823078,4G,-93.08898868,-98.58782067,-91.29948042
449,Boring Canal Road,-99.89110427,97.59521365,23.99990091,5G,-96.43243521,-105.1642724,-97.70282049
450,Danapur,-87.48542517,2.566555363,143.1697446,LTE,-89.96536846,-95.85306152,-90.01848438
451,Bailey Road,-96.81793938,33.37758425,32.05961181,5G,-97.30061354,-106.7390674,-94.87402903
452,Gardanibagh,-93.89599503,67.38637915,22.15414323,5G,-93.49070252,-102.9470611,-95.77476174
453,Phulwari Sharif,-94.73234206,1.310319558,157.6673318,LTE,-91.46964967,-104.5197189,-95.21386021
454,Kumhrar,-85.17053549,1.864167426,159.4776215,LTE,-86.6835374,-93.53698941,-83.63038485
455,Danapur,-87.53822125,4.583887093,89.64511392,4G,-84.49425678,-96.50279713,-88.52273818
456,Kumhrar,-87.70783648,48.93782325,28.72336241,5G,-82.84427853,-95.58129573,-87.08340388
457,Bailey Road,-85.75273342,9.169274226,79.30081887,4G,-82.96671983,-94.50919764,-84.68363791
458,Kumhrar,-90.79229452,2.207289049,189.552012,LTE,-87.12995829,-96.3401835,-92.17226454
459,Rajendra Nagar,-87.38083495,8.543754944,87.13883206,4G,-87.61757381,-97.13092138,-86.7214725
460,Fraser Road,-93.55796696,7.343914368,70.99347954,4G,-92.42513349,-99.74959243,-93.28374887
461,Rajendra Nagar,-97.22345014,53.32202489,37.20244113,5G,-93.25062341,-106.5425794,-98.72121183
462,Pataliputra,-101.7390747,48.76347985,28.93383524,5G,-99.296858,-107.9137319,-103.7877389
463,Bailey Road,-93.90761466,96.11171421,16.15400221,5G,-94.12270606,-101.2195861,-93.95611614
464,Bailey Road,-84.15064927,1.680217873,117.8706121,LTE,-83.30128809,-90.82462875,-82.87434125
465,Fraser Road,-90.40286902,8.691841908,89.31547764,4G,-86.50181428,-97.63913178,-87.59698646
466,Fraser Road,-86.41400132,7.423939409,90.03464005,4G,-86.89297926,-92.32659664,-86.21167735
467,Danapur,-108.7021321,64.30104688,11.25287141,5G,-112.5137408,-117.1426814,-109.0397024
468,Anisabad,-84.41537681,4.125974487,81.6329688,4G,-88.89077188,-92.94904638,-81.88842584
